   0.0000000000000000        1.0000000000000005E-004   6.2500000000000045E-004   2.1390625000000012E-003   5.4852539062500002E-003   1.1775640869140631E-002   2.2388809585571295E-002   3.8969613099098223E-002  0.24935222679525615     
   1.0000000000000005E-004   0.0000000000000000        3.9062500000000028E-005   1.7226562500000014E-004   4.7510375976562503E-004   1.0613342285156254E-003   2.0749626398086558E-003   3.6893167555332200E-003  0.14441739554340019     
   6.2500000000000045E-004   3.9062500000000028E-005   0.0000000000000000        1.0766601562500009E-005   3.9307022094726563E-005   9.4321274757385294E-005   1.9087958931922919E-004   3.4740919023752226E-004  0.10703723236062213     
   2.1390625000000012E-003   1.7226562500000014E-004   1.0766601562500009E-005   0.0000000000000000        2.4566888809204102E-006   7.9514086246490514E-006   1.7296744883060464E-005   3.2483877241611499E-005   8.5975756647030721E-002
   5.4852539062500002E-003   4.7510375976562503E-004   3.9307022094726563E-005   2.4566888809204102E-006   0.0000000000000000        4.9696303904056572E-007   1.4785900944843893E-006   2.9889532612287453E-006   6.8244389734379365E-002
   1.1775640869140631E-002   1.0613342285156254E-003   9.4321274757385294E-005   7.9514086246490514E-006   4.9696303904056572E-007   0.0000000000000000        9.2411880905274333E-008   2.5828049729170752E-007   5.0821444753133868E-002
   2.2388809585571295E-002   2.0749626398086558E-003   1.9087958931922919E-004   1.7296744883060464E-005   1.4785900944843893E-006   9.2411880905274333E-008   0.0000000000000000        1.6142531080731720E-008   3.3815823978759832E-002
   3.8969613099098223E-002   3.6893167555332200E-003   3.4740919023752226E-004   3.2483877241611499E-005   2.9889532612287453E-006   2.5828049729170752E-007   1.6142531080731720E-008   0.0000000000000000        1.8488574711641784E-002
  0.24935222679525615       0.14441739554340019       0.10703723236062213        8.5975756647030721E-002   6.8244389734379393E-002   5.0821444753133882E-002   3.3815823978759832E-002   1.8488574711641784E-002   0.0000000000000000     
   0.0000000000000000        3.9062500000000028E-005   2.1572265624999999E-004   6.4865722656249996E-004   1.5167373657226570E-003   3.0567724466323862E-003   5.5594571843743355E-003   2.5174052311480045E-002   1.8136427609069486E-002
